Conference,Year,Title,Predominant Continent
eurosys,2016,Hardware read-write lock elision.,EU
eurosys,2016,TetriSched: global rescheduling with adaptive plan-ahead in dynamic heterogeneous clusters.,NA
eurosys,2016,Efficient queue management for cluster scheduling.,EU
eurosys,2016,"Picocenter: supporting long-lived, mostly-idle applications in cloud environments.",NA
eurosys,2016,Optimizing distributed actor systems for dynamic interactive services.,AS
eurosys,2017,RFP: When RPC is Faster than Server-Bypass with RDMA.,AS
eurosys,2017,Direct Inter-Process Communication (dIPC): Repurposing the CODOMs Architecture to Accelerate IPC.,EU
eurosys,2017,COCONUT: Seamless Scale-out of Network Elements.,NA
eurosys,2017,Design and Evaluation of an RDMA-aware Data Shuffling Operator for Parallel Database Systems.,NA
eurosys,2017,Statistical Analysis of Latency Through Semantic Profiling.,NA
eurosys,2017,FloDB: Unlocking Memory in Persistent Key-Value Stores.,
eurosys,2017,Rein: Taming Tail Latency in Key-Value Stores via Multiget Scheduling.,EU
eurosys,2017,Saturn: a Distributed Metadata Service for Causal Consistency.,EU
eurosys,2017,The Unwritten Contract of Solid State Drives.,NA
eurosys,2017,Node.fz: Fuzzing the Server-Side Event-Driven Architecture.,NA
eurosys,2017,ROS: A Rack-based Optical Storage System with Inline Accessibility for Long-Term Data Preservation.,AS
eurosys,2017,Malacology: A Programmable Storage System.,NA
eurosys,2017,MiniCrypt: Reconciling Encryption and Compression for Big Data Stores.,NA
eurosys,2017,SGXBOUNDS: Memory Safety for Shielded Execution.,EU
eurosys,2017,Hybrids on Steroids: SGX-Based High Performance BFT.,EU
eurosys,2017,Eleos: ExitLess OS Services for SGX Enclaves.,AS
eurosys,2017,Pandia: comprehensive contention-sensitive thread placement.,EU
eurosys,2017,Taming Parallelism in a Multi-Variant Execution Environment.,NA
eurosys,2017,The lock holder and the lock waiter pre-emption problems: nip them in the bud using informed spinlocks (I-Spinlock).,EU
eurosys,2017,"SyncPerf: Categorizing, Detecting, and Diagnosing Synchronization Performance Bugs.",NA
eurosys,2017,Malthusian Locks.,
eurosys,2017,An Empirical Study on the Correctness of Formally Verified Distributed Systems.,NA
eurosys,2017,Online Reconstruction of Structural Information from Datacenter Logs.,EU
eurosys,2017,GfxDoctor: A Holistic Graphics Energy Profiler for Mobile Devices.,NA
eurosys,2017,One Primitive to Diagnose Them All: Architectural Support for Internet Diagnostics.,NA
eurosys,2017,A Characterization of State Spill in Modern Operating Systems.,NA
eurosys,2017,DangSan: Scalable Use-after-free Detection.,EU
eurosys,2017,kR^X: Comprehensive Kernel Protection against Just-In-Time Code Reuse.,NA
eurosys,2017,No Need to Hide: Protecting Safe Regions on Commodity Hardware.,EU
eurosys,2017,An interface to implement NUMA policies in the Xen hypervisor.,EU
eurosys,2017,NVthreads: Practical Persistence for Multi-threaded Applications.,NA
eurosys,2017,Forkscan: Conservative Memory Reclamation for Modern Operating Systems.,EU
eurosys,2017,Atomic In-place Updates for Non-volatile Main Memories with Kamino-Tx.,NA
eurosys,2017,High-Throughput Subset Matching on Commodity GPU-Based Systems.,EU
eurosys,2017,Mosaic: Processing a Trillion-Edge Graph on a Single Machine.,NA
eurosys,2017,Abstracting Multi-Core Topologies with MCTOP.,
eurosys,2017,DStress: Efficient Differentially Private Computations on Distributed Data.,NA
eurosys,2017,Pado: A Data Processing Engine for Harnessing Transient Resources in Datacenters.,AS
eurosys,2017,Proteus: agile ML elasticity through tiered reliability in dynamic resource markets.,NA
eurosys,2017,CloudTalk: Enabling Distributed Application Optimisations in Public Clouds.,EU
eurosys,2017,Exploiting Spot and Burstable Instances for Improving the Cost-efficacy of In-Memory Caches on the Public Cloud.,NA
eurosys,2018,Decoupling the control plane from program control flow for flexibility and performance in cloud computing.,NA
eurosys,2018,3Sigma: distribution-based cluster scheduling for runtime uncertainty.,NA
eurosys,2018,Optimus: an efficient dynamic resource scheduler for deep learning clusters.,AS
eurosys,2018,Medea: scheduling of long running applications in shared production clusters.,EU
eurosys,2018,Scrub: online troubleshooting for large mission-critical applications.,EU
eurosys,2018,Hang doctor: runtime detection and diagnosis of soft hangs for smartphone apps.,NA
eurosys,2018,Pcatch: automatically detecting performance cascading bugs in cloud systems.,NA
eurosys,2018,Universal context propagation for distributed system instrumentation.,NA
eurosys,2018,DumbNet: a smart data center network fabric with dumb switches.,AS
eurosys,2018,BDS: a centralized near-optimal overlay network for inter-datacenter data replication.,AS
eurosys,2018,Turboflow: information rich flow record generation on commodity switches.,NA
eurosys,2018,Wide-area analytics with multiple resources.,EU
eurosys,2018,DCAPS: dynamic cache allocation with partial sharing.,AS
eurosys,2018,"dCat: dynamic cache management for efficient, performance-sensitive infrastructure-as-a-service.",NA
eurosys,2018,Flashabacus: a self-governing flash-based accelerator for low-power systems.,AS
eurosys,2018,Welcome to zombieland: practical and energy-efficient memory disaggregation in a datacenter.,EU
eurosys,2018,Analytics with smart arrays: adaptive and efficient language-independent data.,
eurosys,2018,Dynamic control flow in large-scale machine learning.,NA
eurosys,2018,Improving the expressiveness of deep learning frameworks with recursion.,AS
eurosys,2018,Rock you like a hurricane: taming skew in large scale analytics.,EU
eurosys,2018,Scale-out ccNUMA: exploiting skew with strongly consistent caching.,EU
eurosys,2018,Delta pointers: buffer overflow checks without the checks.,EU
eurosys,2018,MultiNyx: a multi-level abstraction framework for systematic analysis of hypervisors.,NA
eurosys,2018,LibSEAL: revealing service integrity violations using trusted execution.,EU
eurosys,2018,Pesos: policy enhanced secure object store.,EU
eurosys,2018,"Scheduling-context capabilities: a principled, light-weight operating-system mechanism for managing time.",OC
eurosys,2018,RTVirt: enabling time-sensitive computing on virtualized systems through cross-layer CPU scheduling.,NA
eurosys,2018,Tableau: a high-throughput and predictable VM scheduler for high-density workloads.,EU
eurosys,2018,Accelerating critical OS services in virtualized systems with flexible micro-sliced cores.,AS
eurosys,2018,Hyperledger fabric: a distributed operating system for permissioned blockchains.,NA
eurosys,2018,Low latency RNN inference with cellular batching.,NA
eurosys,2018,G-Miner: an efficient task-oriented graph mining system.,NA
eurosys,2018,Service fabric: a distributed platform for building microservices in the cloud.,NA
eurosys,2018,A scalable ordering primitive for multicore machines.,NA
eurosys,2018,Characterizing and optimizing hotspot parallel garbage collection on multicore systems.,NA
eurosys,2018,Solros: a data-centric operating system architecture for heterogeneous computing.,NA
eurosys,2018,Power sandbox: power awareness redefined.,AS
eurosys,2018,Model-driven computational sprinting.,NA
eurosys,2018,Fast and strongly-consistent per-item resilience in key-value stores.,EU
eurosys,2018,Popular is cheaper: curtailing memory costs in interactive analytics engines.,NA
eurosys,2018,A frugal approach to reduce RCU grace period overhead.,AS
eurosys,2018,Reducing DRAM footprint with NVM in facebook.,AS
eurosys,2018,Riffle: optimized shuffle service for large-scale data analytics.,AS
eurosys,2019,Time Protection: The Missing OS Abstraction.,OC
eurosys,2019,Why Joanie Can Encrypt: Easy Email Encryption with Easy Key Management.,NA
eurosys,2019,Conclave: secure multi-party computation on big data.,NA
eurosys,2019,ConfLLVM: A Compiler for Enforcing Data Confidentiality in Low-Level Code.,AS
eurosys,2019,Per-Application Power Delivery.,NA
eurosys,2019,AnDrone: Virtual Drone Computing in the Cloud.,NA
eurosys,2019,When eXtended Para - Virtualization (XPV) Meets NUMA.,EU
eurosys,2019,Make the Most out of Last Level Cache in Intel Processors.,EU
eurosys,2019,SkyBridge: Fast and Secure Inter-Process Communication for Microkernels.,AS
eurosys,2019,CoPart: Coordinated Partitioning of Last-Level Cache and Memory Bandwidth for Fairness-Aware Workload Consolidation on Commodity Servers.,AS
eurosys,2019,LockDoc: Trace-Based Analysis of Locking in the Linux Kernel.,EU
eurosys,2019,Compact NUMA-aware Locks.,
eurosys,2019,Project Almanac: A Time-Traveling Solid-State Drive.,NA
eurosys,2019,ShieldStore: Shielded In-memory Key-value Storage with SGX.,AS
eurosys,2019,URSA: Hybrid Block Storage for Cloud-Scale Virtual Disks.,AS
eurosys,2019,VStore: A Data Store for Analytics on Large Videos.,
eurosys,2019,Managing Tail Latency in Datacenter-Scale File Systems Under Production Constraints.,NA
eurosys,2019,Wormhole: A Fast Ordered Index for In-memory Data Management.,NA
eurosys,2019,Scalable RDMA RPC on Reliable Connection with Efficient Resource Sharing.,AS
eurosys,2019,FlyMC: Highly Scalable Testing of Complex Interleavings in Distributed Systems.,NA
eurosys,2019,The Case For In-Network Computing On Demand.,EU
eurosys,2019,I Sent It: Where Does Slow Data Go to Wait?,NA
eurosys,2019,Efficient and Safe Network Updates with Suffix Causal Consistency.,NA
eurosys,2019,TAS: TCP Acceleration as an OS Service.,NA
eurosys,2019,GraphBolt: Dependency-Driven Synchronous Processing of Streaming Graphs.,NA
eurosys,2019,Supporting Very Large Models using Automatic Dataflow Graph Partitioning.,NA
eurosys,2019,"Matrix Algebra Framework for Portable, Scalable and Efficient Query Engines for RDF Graphs.",AS
eurosys,2019,Runtime Object Lifetime Profiler for Latency Sensitive Big Data Applications.,EU
eurosys,2019,Keeping Master Green at Scale.,
eurosys,2019,Serving Mobile Apps: A Slice at a Time.,NA
eurosys,2019,A Lightweight Framework for Fine-Grained Lifecycle Control of Android Applications.,NA
eurosys,2019,Teaching Rigorous Distributed Systems With Efficient Model Checking.,NA
eurosys,2019,Resource Deflation: A New Approach For Transient Resource Reclamation.,NA
eurosys,2019,GrandSLAm: Guaranteeing SLAs for Jobs in Microservices Execution Frameworks.,NA
eurosys,2019,Hourglass: Leveraging Transient Resources for Time-Constrained Graph Processing in the Cloud.,EU
eurosys,2019,"Efficient, Consistent Distributed Computation with Predictive Treaties.",NA
eurosys,2019,Multiverse: Compiler-Assisted Management of Dynamic Variability in Low-Level System Software.,EU
eurosys,2019,Grapple: A Graph System for Static Finite-State Property Checking of Large-Scale Systems Code.,AS
eurosys,2019,Replayable Execution Optimized for Page Sharing for a Managed Runtime Environment.,NA
eurosys,2019,Deferred Runtime Pipelining for contentious multicore software transactions.,NA
eurosys,2019,GRNN: Low-Latency and Scalable RNN Inference on GPUs.,NA
eurosys,2019,Automating Dependence-Aware Parallelization of Machine Learning Training on Distributed Shared Memory.,NA
eurosys,2019,Parallax: Sparsity-aware Data Parallel Training of Deep Neural Networks.,AS
eurosys,2019,Fast Distributed Deep Learning over RDMA.,EU
eurosys,2019,μLayer: Low Latency On-Device Inference Using Cooperative Single-Layer Acceleration and Processor-Friendly Quantization.,AS
eurosys,2020,Balancing efficiency and fairness in heterogeneous GPU clusters for deep learning.,AS
eurosys,2020,Experiences of landing machine learning onto market-scale mobile malware detection.,AS
eurosys,2020,Provable multicore schedulers with Ipanema: application to work conservation.,OC
eurosys,2020,Delegation sketch: a parallel design with support for fast and accurate concurrent operations.,EU
eurosys,2020,Persistent memory and the rise of universal constructions.,EU
eurosys,2020,Design of a symbolically executable embedded hypervisor.,EU
eurosys,2020,Autarky: closing controlled channels with self-paging enclaves.,AS
eurosys,2020,Scalable range locks for scalable address spaces and beyond.,
eurosys,2020,Avoiding scheduler subversion using scheduler-cooperative locks.,
